profile,method,candidate_evaluations,primary_solver_success_rate,final_solver_success_rate,primary_solver_fail_count,final_solver_fail_count,rescue_rate,mean_rescue_attempts,rescue_success_count,value_changed_by_rescue_rate,eligible_for_reference_rate,union_best_final_success_rate,union_best_eligible_for_reference_rate
balanced,proposed_full,54846,0.9981584801079386,1.0,101,0,0.1429274696422711,1.2188309083615942,7839,0.14290923677205267,1.0,1.0,1.0
balanced,regularized_execution,54897,0.9975772810900414,1.0,133,0,0.15685738747108222,1.3581252163141884,8611,0.15685738747108222,1.0,1.0,1.0
balanced,anchored_mobility,54795,0.9981385162879824,1.0,102,0,0.1349758189615841,1.1564193813304133,7396,0.1349758189615841,1.0,1.0,1.0
balanced,static_uav,55880,0.9995168217609163,1.0,27,0,0.005619183965640658,0.04686828919112384,314,0.005619183965640658,1.0,1.0,1.0
balanced,full_candidate_exact,54815,0.9980844659308583,1.0,105,0,0.13749885980114931,1.1779804797956763,7537,0.13749885980114931,1.0,1.0,1.0
balanced,yang_go_lyapunov,55546,0.9971735138443812,1.0,157,0,0.12771396680229,1.0613725560796456,7094,0.12771396680229,1.0,1.0,1.0
balanced,sun_receding_ao,55291,0.9973051672062361,1.0,149,0,0.14608164077336275,1.2308151417047983,8077,0.14606355464723011,1.0,1.0,1.0
balanced,freshness_priority,55001,0.9740550171815058,1.0,1427,0,0.572880493081944,4.6814967000599985,31509,0.5728441301067253,1.0,1.0,1.0
balanced,myopic_reoptimization,55905,0.9991592880779895,1.0,47,0,0.008639656560236115,0.06799034075664073,483,0.008639656560236115,1.0,1.0,1.0
