profile,method,candidate_evaluations,solver_success_rate,solver_fail_count,primary_solver_success_rate,primary_solver_fail_count,rescue_rate,rescue_success_count,mean_nit,p95_nit,max_solver_residual,mean_eval_runtime_ms
balanced,proposed_full,54846,1.0,0,0.9981584801079386,101,0.1429274696422711,7839,14.19077052109543,79.0,9.99670538348596e-07,1516.9836311499469
balanced,regularized_execution,54897,1.0,0,0.9975772810900414,133,0.15685738747108222,8611,15.839517642129806,86.0,9.998623085039071e-07,1682.1801289005487
balanced,anchored_mobility,54795,1.0,0,0.9981385162879824,102,0.1349758189615841,7396,13.73200109499042,80.0,9.998588534898545e-07,1454.00957844949
balanced,static_uav,55880,1.0,0,0.9995168217609163,27,0.005619183965640658,314,4.005458124552613,8.0,9.92779178643488e-07,378.7025673998212
balanced,full_candidate_exact,54815,1.0,0,0.9980844659308583,105,0.13749885980114931,7537,13.871239624190459,78.0,9.999460868215235e-07,1479.1005782999491
balanced,yang_go_lyapunov,55546,1.0,0,0.9971735138443812,157,0.12771396680229,7094,14.61401361034098,85.0,9.995644578708609e-07,1606.5160277007003
balanced,sun_receding_ao,55291,1.0,0,0.9973051672062361,149,0.14608164077336275,8077,14.305745962272342,79.0,9.9999486202762e-07,1551.96602655047
balanced,freshness_priority,55001,1.0,0,0.9740550171815058,1427,0.572880493081944,31509,85.54693551026345,206.0,9.997758780855293e-07,9501.588841649638
balanced,myopic_reoptimization,55905,1.0,0,0.9991592880779895,47,0.008639656560236115,483,4.755961005276808,9.0,9.975772550241402e-07,430.0356020007319
